x-axis,1,2,3,4
second,Ampere,Volt,Volt,Volt
-13.25000E-03,+385.49995E-03,+15.31999969E+00,-9.87000084E+00,+5.11999893E+00
-13.20000E-03,+447.99995E-03,+3.44499969E+00,-6.12000084E+00,+744.99893E-03
-13.15000E-03,+572.99995E-03,-2.80500031E+00,-2.37000084E+00,-1.75500107E+00
-13.10000E-03,+729.24995E-03,-3.43000031E+00,-2.37000084E+00,-1.13000107E+00
-13.05000E-03,+541.74995E-03,+14.69499969E+00,-10.49500084E+00,+4.49499893E+00
-13.00000E-03,+354.24995E-03,+15.94499969E+00,-9.87000084E+00,+2.61999893E+00
-12.95000E-03,+479.24995E-03,+2.81999969E+00,-4.87000084E+00,+119.99893E-03
-12.90000E-03,+604.24995E-03,-2.80500031E+00,-1.74500084E+00,-2.38000107E+00
-12.85000E-03,+697.99995E-03,-2.80500031E+00,-2.37000084E+00,-2.38000107E+00
-12.80000E-03,+447.99995E-03,+14.69499969E+00,-11.12000084E+00,+3.24499893E+00
-12.75000E-03,+354.24995E-03,+4.06999969E+00,-4.87000084E+00,+744.99893E-03
-12.70000E-03,+510.49995E-03,+1.56999969E+00,-4.24500084E+00,-1.13000107E+00
-12.65000E-03,+635.49995E-03,-3.43000031E+00,-2.37000084E+00,-3.00500107E+00
-12.60000E-03,+697.99995E-03,+14.69499969E+00,-9.87000084E+00,+3.24499893E+00
-12.55000E-03,+354.24995E-03,+15.31999969E+00,-9.87000084E+00,+2.61999893E+00
-12.50000E-03,+354.24995E-03,+4.06999969E+00,-5.49500084E+00,-505.00107E-03
-12.45000E-03,+510.49995E-03,-305.00031E-03,-2.37000084E+00,-3.00500107E+00
-12.40000E-03,+635.49995E-03,-2.80500031E+00,-2.37000084E+00,-3.00500107E+00
-12.35000E-03,+604.24995E-03,+15.94499969E+00,-9.87000084E+00,+2.61999893E+00
-12.30000E-03,+354.24995E-03,+15.31999969E+00,-9.87000084E+00,+2.61999893E+00
-12.25000E-03,+416.74995E-03,+3.44499969E+00,-4.87000084E+00,-505.00107E-03
-12.20000E-03,+541.74995E-03,-3.43000031E+00,-1.74500084E+00,-3.00500107E+00
-12.15000E-03,+666.74995E-03,-2.80500031E+00,-1.74500084E+00,-3.00500107E+00
-12.10000E-03,+479.24995E-03,+15.31999969E+00,-9.87000084E+00,+1.99499893E+00
-12.05000E-03,+354.24995E-03,+14.69499969E+00,-10.49500084E+00,+5.11999893E+00
-12.00000E-03,+447.99995E-03,+2.81999969E+00,-5.49500084E+00,-1.75500107E+00
-11.95000E-03,+572.99995E-03,-2.80500031E+00,-1.74500084E+00,-2.38000107E+00
-11.90000E-03,+760.49995E-03,-3.43000031E+00,-1.12000084E+00,-3.00500107E+00
-11.85000E-03,+447.99995E-03,+15.94499969E+00,-9.24500084E+00,+1.36999893E+00
-11.80000E-03,+416.74995E-03,+4.69499969E+00,-4.24500084E+00,-1.75500107E+00
-11.75000E-03,+541.74995E-03,+944.99969E-03,-3.62000084E+00,-3.63000107E+00
-11.70000E-03,+666.74995E-03,-2.80500031E+00,-1.74500084E+00,-3.00500107E+00
-11.65000E-03,+760.49995E-03,+16.56999969E+00,-4.24500084E+00,-8.63000107E+00
-11.60000E-03,+479.24995E-03,+18.44499969E+00,-7.99500084E+00,-8.00500107E+00
-11.55000E-03,+666.74995E-03,-2.18000031E+00,-2.37000084E+00,-2.38000107E+00
-11.50000E-03,+916.74995E-03,-2.80500031E+00,-2.37000084E+00,-1.75500107E+00
-11.45000E-03,+1.10424995E+00,-2.80500031E+00,-2.37000084E+00,-1.13000107E+00
-11.40000E-03,+916.74995E-03,+17.81999969E+00,-7.37000084E+00,-8.00500107E+00
-11.35000E-03,+572.99995E-03,+18.44499969E+00,-7.37000084E+00,-8.00500107E+00
-11.30000E-03,+791.74995E-03,-2.18000031E+00,-2.37000084E+00,-1.75500107E+00
