x-axis,1,2
second,Ampere,Volt
-100.0000E-06,+1.0534999967E+00,-627.5005341E-03
-99.8000E-06,+1.0378749967E+00,-940.0005341E-03
-99.6000E-06,+1.0534999967E+00,-940.0005341E-03
-99.4000E-06,+1.0378749967E+00,-940.0005341E-03
-99.2000E-06,+1.0378749967E+00,-940.0005341E-03
-99.0000E-06,+1.0534999967E+00,-1.2525005341E+00
-98.8000E-06,+1.0378749967E+00,-940.0005341E-03
-98.6000E-06,+1.0378749967E+00,-940.0005341E-03
-98.4000E-06,+1.0222499967E+00,-940.0005341E-03
-98.2000E-06,+1.0222499967E+00,-940.0005341E-03
-98.0000E-06,+1.0222499967E+00,-940.0005341E-03
-97.8000E-06,+1.0222499967E+00,-627.5005341E-03
-97.6000E-06,+1.0222499967E+00,-940.0005341E-03
-97.4000E-06,+1.0222499967E+00,-940.0005341E-03
-97.2000E-06,+1.0222499967E+00,-940.0005341E-03
-97.0000E-06,+1.0222499967E+00,-627.5005341E-03
-96.8000E-06,+1.0222499967E+00,-1.2525005341E+00
-96.6000E-06,+1.0222499967E+00,-940.0005341E-03
-96.4000E-06,+1.0066249967E+00,-940.0005341E-03
-96.2000E-06,+1.0222499967E+00,-940.0005341E-03
-96.0000E-06,+1.0222499967E+00,-940.0005341E-03
-95.8000E-06,+990.9999967E-03,-940.0005341E-03
-95.6000E-06,+1.0066249967E+00,-940.0005341E-03
-95.4000E-06,+1.0066249967E+00,-627.5005341E-03
-95.2000E-06,+990.9999967E-03,-940.0005341E-03
-95.0000E-06,+1.0066249967E+00,-940.0005341E-03
-94.8000E-06,+1.0066249967E+00,-627.5005341E-03
-94.6000E-06,+990.9999967E-03,-940.0005341E-03
-94.4000E-06,+990.9999967E-03,-940.0005341E-03
-94.2000E-06,+990.9999967E-03,-627.5005341E-03
-94.0000E-06,+990.9999967E-03,-940.0005341E-03
-93.8000E-06,+990.9999967E-03,-940.0005341E-03
-93.6000E-06,+990.9999967E-03,-627.5005341E-03
-93.4000E-06,+959.7499967E-03,-940.0005341E-03
-93.2000E-06,+975.3749967E-03,-627.5005341E-03
-93.0000E-06,+975.3749967E-03,-940.0005341E-03
-92.8000E-06,+959.7499967E-03,-627.5005341E-03
-92.6000E-06,+959.7499967E-03,-940.0005341E-03
-92.4000E-06,+959.7499967E-03,-940.0005341E-03
-92.2000E-06,+959.7499967E-03,-940.0005341E-03
-92.0000E-06,+959.7499967E-03,-627.5005341E-03
-91.8000E-06,+944.1249967E-03,-627.5005341E-03
-91.6000E-06,+944.1249967E-03,-627.5005341E-03
-91.4000E-06,+944.1249967E-03,-627.5005341E-03
-91.2000E-06,+944.1249967E-03,-940.0005341E-03
-91.0000E-06,+959.7499967E-03,-627.5005341E-03
-90.8000E-06,+944.1249967E-03,-940.0005341E-03
-90.6000E-06,+944.1249967E-03,-627.5005341E-03
-90.4000E-06,+928.4999967E-03,-940.0005341E-03
-90.2000E-06,+928.4999967E-03,-940.0005341E-03
-90.0000E-06,+928.4999967E-03,-627.5005341E-03
-89.8000E-06,+928.4999967E-03,-627.5005341E-03
-89.6000E-06,+944.1249967E-03,-627.5005341E-03
-89.4000E-06,+928.4999967E-03,-940.0005341E-03
-89.2000E-06,+912.8749967E-03,-627.5005341E-03
-89.0000E-06,+912.8749967E-03,-627.5005341E-03
-88.8000E-06,+912.8749967E-03,-940.0005341E-03
-88.6000E-06,+912.8749967E-03,-940.0005341E-03
-88.4000E-06,+912.8749967E-03,-940.0005341E-03
-88.2000E-06,+912.8749967E-03,-940.0005341E-03
-88.0000E-06,+912.8749967E-03,-627.5005341E-03
-87.8000E-06,+912.8749967E-03,-940.0005341E-03
-87.6000E-06,+912.8749967E-03,-940.0005341E-03
-87.4000E-06,+897.2499967E-03,-940.0005341E-03
-87.2000E-06,+881.6249967E-03,-1.2525005341E+00
-87.0000E-06,+897.2499967E-03,-940.0005341E-03
-86.8000E-06,+912.8749967E-03,-627.5005341E-03
-86.6000E-06,+897.2499967E-03,-940.0005341E-03
-86.4000E-06,+897.2499967E-03,-627.5005341E-03
-86.2000E-06,+897.2499967E-03,-940.0005341E-03
-86.0000E-06,+881.6249967E-03,-627.5005341E-03
-85.8000E-06,+897.2499967E-03,-940.0005341E-03
-85.6000E-06,+865.9999967E-03,-627.5005341E-03
-85.4000E-06,+881.6249967E-03,-940.0005341E-03
-85.2000E-06,+865.9999967E-03,-940.0005341E-03
-85.0000E-06,+865.9999967E-03,-627.5005341E-03
-84.8000E-06,+865.9999967E-03,-940.0005341E-03
-84.6000E-06,+865.9999967E-03,-940.0005341E-03
-84.4000E-06,+850.3749967E-03,-940.0005341E-03
-84.2000E-06,+850.3749967E-03,-627.5005341E-03
-84.0000E-06,+865.9999967E-03,-940.0005341E-03
